epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.42791,2.5066,8.28331,2.33857,0,0,0,0,3.46014,5.45567,3.10018,2.499e-05,2.499e-05,2.499e-05
2,2.94442,1.4487,12.1142,1.38634,0,0,0,0,3.44904,5.37441,3.11283,5.77327e-05,5.77327e-05,5.77327e-05
3,4.50419,2.93747,8.90112,2.29637,0,0,0,0,3.44904,5.37441,3.11283,8.98157e-05,8.98157e-05,8.98157e-05
4,6.01374,1.6008,11.6613,1.36695,0,0,0,0,3.44904,5.37441,3.11283,0.000121239,0.000121239,0.000121239
5,7.48034,0.8456,14.8995,0.78729,0,0,0,0,3.44904,5.37441,3.11283,0.000152003,0.000152003,0.000152003
6,8.92176,0.6693,14.7377,0.56702,0,0,0,0,3.03197,5.58204,3.00673,0.000182106,0.000182106,0.000182106
7,10.2725,0.90201,14.736,0.76877,0,0,0,0,3.03197,5.58204,3.00673,0.00021155,0.00021155,0.00021155
8,11.6055,0.68796,14.7577,0.71285,0,0,0,0,3.03197,5.58204,3.00673,0.000240335,0.000240335,0.000240335
9,13.0199,2.8212,10.2251,2.23513,0,0,0,0,3.03197,5.58204,3.00673,0.000268459,0.000268459,0.000268459
10,14.3673,0.94734,15.7481,0.68873,0,0,0,0,3.03197,5.58204,3.00673,0.000295924,0.000295924,0.000295924
11,15.6805,0,17.8346,0,0,0,0,0,3.03197,5.58204,3.00673,0.000322729,0.000322729,0.000322729
12,17.1024,1.68408,11.7702,1.35775,0,0,0,0,3.03197,5.58204,3.00673,0.000348875,0.000348875,0.000348875
13,18.5349,0.79649,14.6844,0.71175,0,0,0,0,3.03197,5.58204,3.00673,0.00037436,0.00037436,0.00037436
14,20.0471,1.68328,12.3593,1.32654,0,0,0,0,3.03197,5.58204,3.00673,0.000399186,0.000399186,0.000399186
15,21.4639,0.72793,14.663,0.65273,0,0,0,0,2.934,5.12224,2.72163,0.000423352,0.000423352,0.000423352
16,22.8657,0,17.5641,0,0,0,0,0,2.934,5.12224,2.72163,0.000446859,0.000446859,0.000446859
17,24.3033,1.43055,11.4809,1.21167,0,0,0,0,2.934,5.12224,2.72163,0.000469705,0.000469705,0.000469705
18,25.6864,0.57219,14.8001,0.49719,0,0,0,0,2.934,5.12224,2.72163,0.000491892,0.000491892,0.000491892
19,27.1669,2.59396,9.48151,1.87087,0,0,0,0,2.934,5.12224,2.72163,0.00051342,0.00051342,0.00051342
20,28.5755,1.44713,11.5267,1.2431,0,0,0,0,2.934,5.12224,2.72163,0.000534287,0.000534287,0.000534287
21,30.1157,2.45741,8.52127,1.77551,0,0,0,0,2.934,5.12224,2.72163,0.000554495,0.000554495,0.000554495
22,31.7258,0.83917,14.5291,0.64121,0,0,0,0,2.934,5.12224,2.72163,0.000574043,0.000574043,0.000574043
23,33.1336,0.84212,14.468,0.59826,0,0,0,0,2.934,5.12224,2.72163,0.000592931,0.000592931,0.000592931
24,34.5508,1.59464,11.6079,1.1572,0,0,0,0,2.934,5.12224,2.72163,0.00061116,0.00061116,0.00061116
25,36.0472,0.71795,14.669,0.62214,0,0,0,0,2.934,5.12224,2.72163,0.000628728,0.000628728,0.000628728
26,37.4874,0.70753,14.5408,0.56688,0,0,0,0,2.934,5.12224,2.72163,0.000626832,0.000626832,0.000626832
27,38.9075,1.44445,12.5137,1.26246,0,0,0,0,2.934,5.12224,2.72163,0.000618586,0.000618586,0.000618586
28,40.3702,1.70603,12.4924,1.31145,0,0,0,0,2.934,5.12224,2.72163,0.000610339,0.000610339,0.000610339
29,41.8802,0.591,14.7079,0.5491,0,0,0,0,2.934,5.12224,2.72163,0.000602092,0.000602092,0.000602092
30,43.4402,2.18761,8.52126,1.96005,0,0,0,0,2.934,5.12224,2.72163,0.000593846,0.000593846,0.000593846
31,44.948,0.69488,14.6272,0.46567,0.00463,0.125,0.06219,0.01244,2.38584,4.76546,2.22496,0.000585599,0.000585599,0.000585599
32,46.396,1.23835,11.0634,1.04178,0.00463,0.125,0.06219,0.01244,2.38584,4.76546,2.22496,0.000577352,0.000577352,0.000577352
33,47.8833,1.28258,11.3029,0.9521,0.00463,0.125,0.06219,0.01244,2.38584,4.76546,2.22496,0.000569106,0.000569106,0.000569106
34,49.3252,0.49843,14.2746,0.36324,0.00463,0.125,0.06219,0.01244,2.38584,4.76546,2.22496,0.000560859,0.000560859,0.000560859
