epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,33.8964,2.57992,4.82836,2.40814,0,0,0,0,2.85551,5.12539,2.64091,0.000187916,0.000187916,0.000187916
69,34.3778,2.78441,5.02299,2.11719,0,0,0,0,2.85551,5.12539,2.64091,0.000185113,0.000185113,0.000185113
70,34.9729,2.96752,4.7453,2.49366,0,0,0,0,2.85551,5.12539,2.64091,0.000182145,0.000182145,0.000182145
71,35.5447,3.06592,5.91686,2.77048,0,0,0,0,2.85551,5.12539,2.64091,0.000179012,0.000179012,0.000179012
72,36.1127,2.31946,4.88178,2.242,0,0,0,0,2.85551,5.12539,2.64091,0.000175714,0.000175714,0.000175714
73,36.6071,3.02551,5.02018,2.27559,0,0,0,0,2.85551,5.12539,2.64091,0.000172251,0.000172251,0.000172251
74,37.0998,2.75464,4.90038,2.22794,0,0,0,0,2.85551,5.12539,2.64091,0.000168623,0.000168623,0.000168623
75,37.6133,3.27123,4.88529,2.59008,0,0,0,0,2.85551,5.12539,2.64091,0.000164831,0.000164831,0.000164831
76,38.0876,3.29957,4.77119,2.40274,0,0,0,0,2.85551,5.12539,2.64091,0.000160873,0.000160873,0.000160873
77,38.6276,2.97138,4.68417,2.14183,0,0,0,0,2.85551,5.12539,2.64091,0.000156751,0.000156751,0.000156751
78,39.1133,3.15154,4.80717,2.27214,0,0,0,0,2.85551,5.12539,2.64091,0.000152463,0.000152463,0.000152463
79,39.6187,2.90323,4.84348,2.32993,0,0,0,0,2.85551,5.12539,2.64091,0.000148011,0.000148011,0.000148011
80,40.093,2.80171,4.75609,2.22827,0,0,0,0,2.85551,5.12539,2.64091,0.000143393,0.000143393,0.000143393
81,40.5744,2.72068,5.00614,2.4311,0,0,0,0,2.85551,5.12539,2.64091,0.000138611,0.000138611,0.000138611
82,41.0512,2.64933,4.83069,2.35761,0,0,0,0,2.85551,5.12539,2.64091,0.000133664,0.000133664,0.000133664
83,41.5224,2.94814,5.53128,1.8742,0,0,0,0,2.85551,5.12539,2.64091,0.000128552,0.000128552,0.000128552
84,41.9962,2.08422,4.86968,2.07213,0,0,0,0,2.85551,5.12539,2.64091,0.000123275,0.000123275,0.000123275
85,42.4655,2.97426,4.82348,2.18224,0,0,0,0,2.85551,5.12539,2.64091,0.000117833,0.000117833,0.000117833
86,42.979,2.79552,4.69959,2.23636,0,0,0,0,2.85551,5.12539,2.64091,0.000112226,0.000112226,0.000112226
87,43.4521,2.69893,4.96227,2.21489,0,0,0,0,2.85551,5.12539,2.64091,0.000106454,0.000106454,0.000106454
88,44.0313,3.28949,4.82309,2.14478,0,0,0,0,2.85551,5.12539,2.64091,0.000100517,0.000100517,0.000100517
89,44.5092,2.25863,5.78653,2.14766,0,0,0,0,2.85551,5.12539,2.64091,9.44156e-05,9.44156e-05,9.44156e-05
90,44.9783,2.46426,4.91355,2.16943,0,0,0,0,2.85551,5.12539,2.64091,8.81489e-05,8.81489e-05,8.81489e-05
91,45.4491,2.91835,5.37331,2.97177,0,0,0,0,2.85551,5.12539,2.64091,8.17173e-05,8.17173e-05,8.17173e-05
92,45.9602,2.92169,5.71612,2.10866,0,0,0,0,2.85551,5.12539,2.64091,7.51208e-05,7.51208e-05,7.51208e-05
93,46.4353,2.4933,5.00312,2.14491,0,0,0,0,2.85551,5.12539,2.64091,6.83593e-05,6.83593e-05,6.83593e-05
94,46.91,3.02292,5.19766,2.60612,0,0,0,0,2.85551,5.12539,2.64091,6.14329e-05,6.14329e-05,6.14329e-05
95,47.4157,2.72705,5.19485,2.25303,0,0,0,0,2.85551,5.12539,2.64091,5.43416e-05,5.43416e-05,5.43416e-05
96,47.8992,2.61169,5.01629,2.38259,0,0,0,0,2.85551,5.12539,2.64091,4.70853e-05,4.70853e-05,4.70853e-05
97,48.359,2.52068,5.15457,2.49114,0,0,0,0,2.85551,5.12539,2.64091,3.96641e-05,3.96641e-05,3.96641e-05
98,48.853,2.43666,5.12483,2.11941,0,0,0,0,2.85551,5.12539,2.64091,3.2078e-05,3.2078e-05,3.2078e-05
99,49.4741,2.69644,4.96816,2.45731,0,0,0,0,2.85551,5.12539,2.64091,2.43269e-05,2.43269e-05,2.43269e-05
100,49.9532,3.31903,5.2752,2.5578,0,0,0,0,2.85551,5.12539,2.64091,1.64109e-05,1.64109e-05,1.64109e-05
