epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,26.2749,0.77516,3.58887,0.97717,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.00059599,0.00059599,0.00059599
17,28.0004,0.70191,3.59415,1.00791,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000626462,0.000626462,0.000626462
18,29.5539,0.81091,3.60385,0.97871,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000656053,0.000656053,0.000656053
19,31.1485,0.83353,3.61684,0.99429,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000684765,0.000684765,0.000684765
20,32.7158,0.78467,3.64083,0.97159,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000712597,0.000712597,0.000712597
21,34.6346,0.82382,3.66649,0.98621,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000739548,0.000739548,0.000739548
22,36.4326,0.81892,3.70603,1.01221,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.00076562,0.00076562,0.00076562
23,38.1429,0.72371,3.60553,0.98456,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000790812,0.000790812,0.000790812
24,39.7662,0.75109,3.66695,0.96182,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000815124,0.000815124,0.000815124
25,41.7065,0.87155,3.71391,1.00668,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000838556,0.000838556,0.000838556
26,43.6615,0.76352,3.555,1.03302,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000836027,0.000836027,0.000836027
27,45.4384,0.75544,3.67238,1.03154,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000825029,0.000825029,0.000825029
28,47.0512,0.77881,3.62409,0.89558,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.00081403,0.00081403,0.00081403
29,48.6561,0.80554,3.74972,1.03534,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000803031,0.000803031,0.000803031
30,50.313,0.72897,3.58088,0.9906,0.00806,0.5,0.27004,0.16297,0.69755,3.81758,0.98526,0.000792032,0.000792032,0.000792032
31,52.2766,0.79198,3.65362,0.97544,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000781033,0.000781033,0.000781033
32,54.0057,0.78427,2.84826,0.89591,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000770034,0.000770034,0.000770034
33,55.6793,0.69982,2.93022,0.90366,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000759035,0.000759035,0.000759035
34,57.4699,0.83045,2.77447,0.94155,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000748036,0.000748036,0.000748036
35,59.2556,0.73786,2.88248,0.91125,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000737037,0.000737037,0.000737037
36,61.019,0.75456,2.77722,0.91837,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000726038,0.000726038,0.000726038
37,62.6683,0.80746,2.81644,0.96708,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.00071504,0.00071504,0.00071504
38,64.6184,0.8129,2.92291,1.03174,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000704041,0.000704041,0.000704041
39,66.3758,0.86441,2.81286,0.91684,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000693042,0.000693042,0.000693042
40,68.1258,0.92054,2.84566,0.97439,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000682043,0.000682043,0.000682043
41,69.8861,0.8639,2.83803,0.92832,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000671044,0.000671044,0.000671044
42,71.4513,0.79919,2.89495,0.93969,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000660045,0.000660045,0.000660045
43,73.1113,0.87226,2.79018,0.97333,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000649046,0.000649046,0.000649046
44,74.8431,0.90763,3.03631,0.98626,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000638047,0.000638047,0.000638047
45,76.4702,0.78058,2.91085,0.98609,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000627048,0.000627048,0.000627048
46,78.2509,0.84394,2.90955,0.9595,0.79698,0.3,0.68252,0.45078,1.06183,2.73592,1.09166,0.000616049,0.000616049,0.000616049
47,80.0163,0.87869,2.93952,0.95908,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000605051,0.000605051,0.000605051
48,81.5541,0.69294,2.26685,0.88221,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000594052,0.000594052,0.000594052
49,83.1241,0.74194,2.49033,0.87404,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000583053,0.000583053,0.000583053
50,84.663,0.63038,2.35789,0.8957,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000572054,0.000572054,0.000572054
51,86.2173,0.69195,2.40719,0.92302,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000561055,0.000561055,0.000561055
52,87.7653,0.73771,2.44159,0.91787,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000550056,0.000550056,0.000550056
53,89.3149,0.69309,2.35065,0.94572,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000539057,0.000539057,0.000539057
54,90.9012,0.77143,2.50574,0.94878,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000528058,0.000528058,0.000528058
55,92.4553,0.76113,2.40146,0.98485,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000517059,0.000517059,0.000517059
56,94.0149,0.70348,2.3526,0.87671,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.00050606,0.00050606,0.00050606
57,95.5935,0.68605,2.6126,0.92184,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000495062,0.000495062,0.000495062
58,97.1479,0.69455,2.3896,0.91147,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000484063,0.000484063,0.000484063
59,98.6987,0.73176,2.46054,0.8615,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000473064,0.000473064,0.000473064
60,100.266,0.72204,2.29226,0.86334,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000462065,0.000462065,0.000462065
61,101.832,0.69666,2.30099,0.9232,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000451066,0.000451066,0.000451066
62,103.396,0.72091,2.3216,0.89182,0.41142,0.99516,0.74583,0.5767,0.77563,3.98134,1.0288,0.000440067,0.000440067,0.000440067
63,104.972,0.74684,2.38368,0.96827,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000429068,0.000429068,0.000429068
64,106.527,0.66995,1.97451,0.87987,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000418069,0.000418069,0.000418069
65,108.064,0.76251,2.08042,0.92044,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.00040707,0.00040707,0.00040707
66,109.601,0.73177,2.10544,0.96016,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000396071,0.000396071,0.000396071
67,111.227,0.66751,1.96856,0.90074,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000385073,0.000385073,0.000385073
68,113.213,0.84696,2.16559,0.97634,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000374074,0.000374074,0.000374074
69,114.87,0.65709,1.9904,0.83614,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000363075,0.000363075,0.000363075
70,116.523,0.67719,1.99219,0.88177,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000352076,0.000352076,0.000352076
71,118.193,0.73338,1.99037,0.91013,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000341077,0.000341077,0.000341077
72,119.861,0.81694,2.20266,0.97696,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000330078,0.000330078,0.000330078
73,121.576,0.76086,2.13095,0.94111,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000319079,0.000319079,0.000319079
74,123.295,0.6857,1.91199,0.94688,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.00030808,0.00030808,0.00030808
75,124.893,0.65314,1.95365,0.83975,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000297081,0.000297081,0.000297081
76,126.567,0.65891,2.03644,0.94882,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000286083,0.000286083,0.000286083
77,128.238,0.71567,2.13659,0.94553,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000275084,0.000275084,0.000275084
78,129.858,0.70028,1.99689,0.905,0.56685,0.81764,0.79083,0.64767,0.69414,2.20225,0.99798,0.000264085,0.000264085,0.000264085
79,131.531,0.72766,2.04536,0.87462,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000253086,0.000253086,0.000253086
80,133.192,0.75748,2.0977,0.96031,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000242087,0.000242087,0.000242087
81,134.804,0.66251,1.86274,0.97022,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000231088,0.000231088,0.000231088
82,136.422,0.71441,1.86553,0.945,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000220089,0.000220089,0.000220089
83,138.058,0.64789,1.98292,0.88498,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.00020909,0.00020909,0.00020909
84,139.666,0.71504,1.90826,0.83121,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000198091,0.000198091,0.000198091
85,141.277,0.64915,1.80558,0.87062,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000187092,0.000187092,0.000187092
86,142.953,0.7603,1.98239,0.97867,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000176094,0.000176094,0.000176094
87,144.576,0.65791,1.81067,0.90397,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000165095,0.000165095,0.000165095
88,146.197,0.64809,1.80077,0.85028,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000154096,0.000154096,0.000154096
89,147.839,0.78414,1.97058,0.85862,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000143097,0.000143097,0.000143097
90,149.484,0.61638,2.0039,0.94784,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000132098,0.000132098,0.000132098
91,151.073,0.72589,1.93683,0.85732,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.000121099,0.000121099,0.000121099
92,152.696,0.73305,1.79511,0.87378,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,0.0001101,0.0001101,0.0001101
93,154.341,0.55648,1.76502,0.87126,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,9.91012e-05,9.91012e-05,9.91012e-05
94,155.97,0.5969,1.87051,0.90523,0.69419,0.8732,0.795,0.64832,0.73336,1.84665,0.98809,8.81023e-05,8.81023e-05,8.81023e-05
95,157.621,0.6021,1.79006,0.86007,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,7.71034e-05,7.71034e-05,7.71034e-05
96,159.29,0.60646,1.80738,0.89026,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,6.61045e-05,6.61045e-05,6.61045e-05
97,160.935,0.70307,1.75077,0.86928,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,5.51056e-05,5.51056e-05,5.51056e-05
98,162.558,0.6379,1.79465,0.95529,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,4.41067e-05,4.41067e-05,4.41067e-05
99,164.241,0.62727,1.95303,0.86133,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,3.31078e-05,3.31078e-05,3.31078e-05
100,165.85,0.60141,1.88281,0.89948,0.63359,0.87812,0.81167,0.66247,0.72433,1.67203,0.9781,2.21089e-05,2.21089e-05,2.21089e-05
