epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.15267,1.96329,4.61096,1.95285,0,0,0,0,1.24519,4.56563,1.61801,0.00015,0.00015,0.00015
