epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,416.649,0.53634,0.78845,0.82352,0.95996,1,0.995,0.91612,0.46956,0.76472,0.91392,0.0002575,0.0002575,0.0002575
77,421.883,0.54161,0.83204,0.87491,0.95996,1,0.995,0.91612,0.46956,0.76472,0.91392,0.0002476,0.0002476,0.0002476
78,427.331,0.52549,0.80476,0.85471,0.95996,1,0.995,0.91612,0.46956,0.76472,0.91392,0.0002377,0.0002377,0.0002377
79,432.874,0.48449,0.79647,0.84747,0.95996,1,0.995,0.91612,0.46956,0.76472,0.91392,0.0002278,0.0002278,0.0002278
80,438.45,0.50795,0.80943,0.85997,0.95884,0.99364,0.995,0.92858,0.45287,0.76504,0.90848,0.0002179,0.0002179,0.0002179
81,444.422,0.51633,0.79613,0.81454,0.95884,0.99364,0.995,0.92858,0.45287,0.76504,0.90848,0.000208,0.000208,0.000208
82,450.102,0.53857,0.8039,0.82846,0.95884,0.99364,0.995,0.92858,0.45287,0.76504,0.90848,0.0001981,0.0001981,0.0001981
83,455.4,0.55009,0.79741,0.82881,0.95884,0.99364,0.995,0.92858,0.45287,0.76504,0.90848,0.0001882,0.0001882,0.0001882
84,461.142,0.5319,0.80373,0.83753,0.97194,0.99411,0.995,0.92446,0.4567,0.8015,0.91124,0.0001783,0.0001783,0.0001783
85,467.218,0.50896,0.79242,0.84343,0.97194,0.99411,0.995,0.92446,0.4567,0.8015,0.91124,0.0001684,0.0001684,0.0001684
86,472.712,0.51554,0.78554,0.84144,0.97194,0.99411,0.995,0.92446,0.4567,0.8015,0.91124,0.0001585,0.0001585,0.0001585
87,478.723,0.51275,0.79497,0.84475,0.97194,0.99411,0.995,0.92446,0.4567,0.8015,0.91124,0.0001486,0.0001486,0.0001486
88,484.93,0.52562,0.82267,0.84829,0.96652,0.99966,0.995,0.89954,0.45077,0.77661,0.91264,0.0001387,0.0001387,0.0001387
89,490.427,0.49037,0.78114,0.85391,0.96652,0.99966,0.995,0.89954,0.45077,0.77661,0.91264,0.0001288,0.0001288,0.0001288
90,495.665,0.47164,0.78571,0.82039,0.96652,0.99966,0.995,0.89954,0.45077,0.77661,0.91264,0.0001189,0.0001189,0.0001189
91,501.469,0.50085,0.80288,0.85653,0.96652,0.99966,0.995,0.89954,0.45077,0.77661,0.91264,0.000109,0.000109,0.000109
92,507.206,0.52015,0.7894,0.82101,0.97995,1,0.995,0.912,0.44361,0.75307,0.91246,9.91e-05,9.91e-05,9.91e-05
93,513.323,0.49943,0.76676,0.84495,0.97995,1,0.995,0.912,0.44361,0.75307,0.91246,8.92e-05,8.92e-05,8.92e-05
94,519.033,0.49569,0.77347,0.8535,0.97995,1,0.995,0.912,0.44361,0.75307,0.91246,7.93e-05,7.93e-05,7.93e-05
95,524.47,0.50926,0.78852,0.81166,0.97995,1,0.995,0.912,0.44361,0.75307,0.91246,6.94e-05,6.94e-05,6.94e-05
96,529.965,0.4726,0.81046,0.84766,0.96909,0.99302,0.995,0.912,0.45891,0.76081,0.915,5.95e-05,5.95e-05,5.95e-05
97,535.393,0.48093,0.76199,0.82047,0.96909,0.99302,0.995,0.912,0.45891,0.76081,0.915,4.96e-05,4.96e-05,4.96e-05
98,540.686,0.51416,0.80024,0.85017,0.96909,0.99302,0.995,0.912,0.45891,0.76081,0.915,3.97e-05,3.97e-05,3.97e-05
99,545.977,0.51404,0.78917,0.83139,0.96909,0.99302,0.995,0.912,0.45891,0.76081,0.915,2.98e-05,2.98e-05,2.98e-05
100,551.269,0.46103,0.75222,0.81066,0.9674,0.99598,0.995,0.912,0.45391,0.7444,0.91192,1.99e-05,1.99e-05,1.99e-05
