epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.506392,0,18.0307,0,0,0,0,0,3.47802,5.38822,3.10065,0,0,0
2,0.978917,0,18.0195,0,0,0,0,0,3.47802,5.38822,3.10065,8.24753e-06,8.24753e-06,8.24753e-06
3,1.46067,0,18.0188,0,0,0,0,0,3.56488,5.37832,3.1774,1.63301e-05,1.63301e-05,1.63301e-05
4,1.93182,0,18.0084,0,0,0,0,0,3.56488,5.37832,3.1774,2.42478e-05,2.42478e-05,2.42478e-05
5,2.38381,0,18.0169,0,0,0,0,0,3.56488,5.37832,3.1774,3.20005e-05,3.20005e-05,3.20005e-05
6,2.87163,0,18.0126,0,0,0,0,0,3.56488,5.37832,3.1774,3.95883e-05,3.95883e-05,3.95883e-05
7,3.3367,0,18.0318,0,0,0,0,0,3.56488,5.37832,3.1774,4.70112e-05,4.70112e-05,4.70112e-05
8,3.84814,0,18.0213,0,0,0,0,0,3.49877,5.25233,3.16206,5.42691e-05,5.42691e-05,5.42691e-05
9,4.30388,0,17.8869,0,0,0,0,0,3.49877,5.25233,3.16206,6.13621e-05,6.13621e-05,6.13621e-05
10,4.74979,0,17.9125,0,0,0,0,0,3.49877,5.25233,3.16206,6.82902e-05,6.82902e-05,6.82902e-05
11,5.19801,0,17.8967,0,0,0,0,0,3.49877,5.25233,3.16206,7.50533e-05,7.50533e-05,7.50533e-05
12,5.64545,0,17.902,0,0,0,0,0,3.49877,5.25233,3.16206,8.16515e-05,8.16515e-05,8.16515e-05
13,6.09826,0,17.9282,0,0,0,0,0,3.49877,5.25233,3.16206,8.80848e-05,8.80848e-05,8.80848e-05
14,6.56446,0,17.909,0,0,0,0,0,3.49877,5.25233,3.16206,9.43531e-05,9.43531e-05,9.43531e-05
15,7.17704,0,17.9242,0,0,0,0,0,3.49877,5.25233,3.16206,0.000100456,0.000100456,0.000100456
